Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.01
Horizontal Delay,-0.0001
Sample Interval,1e-06
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,0.2
Vertical Units,V
Vertical Offset,-0.812
Vertical Scale,0.1
Vertical Position,-3.9
,
,
,
Label,
TIME,CH2
-4.92850e-02,-0.468719
-4.92840e-02,-0.468063
-4.92830e-02,-0.467438
-4.92820e-02,-0.468766
-4.92810e-02,-0.467797
-4.92800e-02,-0.467969
-4.92790e-02,-0.465016
-4.92780e-02,-0.467031
-4.92770e-02,-0.46975
-4.92760e-02,-0.468813
-4.92750e-02,-0.467266
-4.92740e-02,-0.467531
-4.92730e-02,-0.468813
-4.92720e-02,-0.467563
-4.92710e-02,-0.468672
-4.92700e-02,-0.469406
-4.92690e-02,-0.467547
-4.92680e-02,-0.467109
-4.92670e-02,-0.470578
-4.92660e-02,-0.467984
-4.92650e-02,-0.467859
-4.92640e-02,-0.467406
-4.92630e-02,-0.467391
-4.92620e-02,-0.466703
-4.92610e-02,-0.466188
-4.92600e-02,-0.469922
-4.92590e-02,-0.468094
-4.92580e-02,-0.466859
-4.92570e-02,-0.468672
-4.92560e-02,-0.469938
-4.92550e-02,-0.467891
-4.92540e-02,-0.468563
-4.92530e-02,-0.46925
-4.92520e-02,-0.468078
-4.92510e-02,-0.469719
-4.92500e-02,-0.467688
-4.92490e-02,-0.466078
-4.92480e-02,-0.468609
-4.92470e-02,-0.469
-4.92460e-02,-0.467953
-4.92450e-02,-0.466125
-4.92440e-02,-0.469703
-4.92430e-02,-0.468141
-4.92420e-02,-0.468266
-4.92410e-02,-0.466906
-4.92400e-02,-0.468344
-4.92390e-02,-0.468438
-4.92380e-02,-0.468344
-4.92370e-02,-0.469109
-4.92360e-02,-0.467219
-4.92350e-02,-0.467203
-4.92340e-02,-0.469016
-4.92330e-02,-0.469063
-4.92320e-02,-0.468328
-4.92310e-02,-0.468531
