Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.01
Horizontal Delay,-0.0001
Sample Interval,1e-06
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,0.2
Vertical Units,V
Vertical Offset,-0.812
Vertical Scale,0.02
Vertical Position,-5
,
,
,
Label,
TIME,CH2
-4.93840e-02,-0.724259
-4.93830e-02,-0.7243
-4.93820e-02,-0.724406
-4.93810e-02,-0.72415
-4.93800e-02,-0.724172
-4.93790e-02,-0.72415
-4.93780e-02,-0.724259
-4.93770e-02,-0.724338
-4.93760e-02,-0.724228
-4.93750e-02,-0.72435
-4.93740e-02,-0.724094
-4.93730e-02,-0.724116
-4.93720e-02,-0.72425
-4.93710e-02,-0.724184
-4.93700e-02,-0.724034
-4.93690e-02,-0.724266
-4.93680e-02,-0.724175
-4.93670e-02,-0.724041
-4.93660e-02,-0.72415
-4.93650e-02,-0.724341
-4.93640e-02,-0.724134
-4.93630e-02,-0.724338
-4.93620e-02,-0.724466
-4.93610e-02,-0.723956
-4.93600e-02,-0.724266
-4.93590e-02,-0.724316
-4.93580e-02,-0.724291
-4.93570e-02,-0.724434
-4.93560e-02,-0.724278
-4.93550e-02,-0.724434
-4.93540e-02,-0.724213
-4.93530e-02,-0.72445
-4.93520e-02,-0.724491
-4.93510e-02,-0.7242
-4.93500e-02,-0.724466
-4.93490e-02,-0.724519
-4.93480e-02,-0.724369
-4.93470e-02,-0.724169
-4.93460e-02,-0.724369
-4.93450e-02,-0.723863
-4.93440e-02,-0.724134
-4.93430e-02,-0.72445
-4.93420e-02,-0.724209
-4.93410e-02,-0.724066
-4.93400e-02,-0.724434
-4.93390e-02,-0.724219
-4.93380e-02,-0.724241
-4.93370e-02,-0.724778
-4.93360e-02,-0.724403
-4.93350e-02,-0.724281
-4.93340e-02,-0.724506
-4.93330e-02,-0.724463
-4.93320e-02,-0.724588
-4.93310e-02,-0.724434
-4.93300e-02,-0.724356
-4.93290e-02,-0.724409
-4.93280e-02,-0.724594
-4.93270e-02,-0.724688
-4.93260e-02,-0.724591
-4.93250e-02,-0.724681
-4.93240e-02,-0.724681
-4.93230e-02,-0.724547
-4.93220e-02,-0.724419
-4.93210e-02,-0.724581
-4.93200e-02,-0.724475
-4.93190e-02,-0.724525
-4.93180e-02,-0.724709
-4.93170e-02,-0.724513
-4.93160e-02,-0.724384
-4.93150e-02,-0.724738
-4.93140e-02,-0.724422
-4.93130e-02,-0.724678
-4.93120e-02,-0.724894
-4.93110e-02,-0.724963
-4.93100e-02,-0.724884
-4.93090e-02,-0.724869
-4.93080e-02,-0.724925
-4.93070e-02,-0.724888
-4.93060e-02,-0.724881
-4.93050e-02,-0.724938
-4.93040e-02,-0.724825
-4.93030e-02,-0.725031
-4.93020e-02,-0.725059
-4.93010e-02,-0.725047
-4.93000e-02,-0.724831
-4.92990e-02,-0.724888
-4.92980e-02,-0.724953
-4.92970e-02,-0.724791
-4.92960e-02,-0.724809
-4.92950e-02,-0.724741
-4.92940e-02,-0.724859
-4.92930e-02,-0.724797
-4.92920e-02,-0.724984
-4.92910e-02,-0.72495
-4.92900e-02,-0.724884
-4.92890e-02,-0.724681
-4.92880e-02,-0.724819
-4.92870e-02,-0.7251
-4.92860e-02,-0.724709
-4.92850e-02,-0.724825
-4.92840e-02,-0.7249
-4.92830e-02,-0.724909
-4.92820e-02,-0.725141
-4.92810e-02,-0.725156
-4.92800e-02,-0.724781
-4.92790e-02,-0.724909
-4.92780e-02,-0.725044
-4.92770e-02,-0.725131
-4.92760e-02,-0.724769
-4.92750e-02,-0.725072
-4.92740e-02,-0.724969
-4.92730e-02,-0.724834
-4.92720e-02,-0.724816
-4.92710e-02,-0.724794
-4.92700e-02,-0.725266
-4.92690e-02,-0.725266
-4.92680e-02,-0.725156
-4.92670e-02,-0.725106
-4.92660e-02,-0.725153
-4.92650e-02,-0.725025
-4.92640e-02,-0.724909
-4.92630e-02,-0.724981
-4.92620e-02,-0.725619
-4.92610e-02,-0.7251
-4.92600e-02,-0.725269
-4.92590e-02,-0.725291
-4.92580e-02,-0.725116
-4.92570e-02,-0.725278
-4.92560e-02,-0.725775
-4.92550e-02,-0.725175
